1,32,3,4,10,22,2,0.329111,3.07797E-05
2,32,3,4,10,16,2,0.329111,2.02322E-05
3,32,3,4,16,16,1,0.329111,9.68465E-06
4,32,3,4,14,14,1,0.329111,6.78408E-06
5,36,3,4,12,24,2,0.329111,4.83024E-06
6,36,3,4,12,18,2,0.369449,3.12597E-06
7,32,3,4,12,12,1,0.369449,2.86289E-06
8,44,3,4,14,30,2,0.369449,1.63779E-06
9,36,3,4,18,18,1,0.369449,1.4217E-06
10,36,3,4,16,16,1,0.369449,1.05135E-06
11,44,3,4,14,22,2,0.411046,1.02974E-06
12,40,3,4,12,28,2,0.411046,7.57088E-07
13,36,3,4,14,14,1,0.411046,4.86563E-07
14,40,3,4,12,20,2,0.411046,4.81332E-07
15,44,3,4,22,22,1,0.411046,4.21692E-07
16,44,3,4,20,20,1,0.411046,3.35007E-07
17,48,3,4,14,34,2,0.452453,2.67707E-07
18,40,3,4,20,20,1,0.452453,2.05575E-07
19,44,3,4,18,18,1,0.452453,1.7884E-07
20,48,3,4,14,24,2,0.452453,1.66408E-07
21,40,3,4,18,18,1,0.452453,1.58311E-07
22,40,3,4,16,16,1,0.452453,7.91723E-08
23,44,3,4,16,16,1,0.498513,7.10382E-08
24,48,3,4,24,24,1,0.498513,6.51089E-08
25,48,3,4,22,22,1,0.498513,5.30076E-08
26,52,3,4,14,40,2,0.498513,4.2666E-08
27,48,3,4,20,20,1,0.498513,2.99051E-08
28,40,3,4,14,14,1,0.498513,2.92738E-08
29,52,3,4,14,26,2,0.498513,2.62679E-08
30,60,3,4,18,42,2,0.498513,1.48524E-08
31,48,3,4,18,18,1,0.546238,1.26729E-08
32,52,3,4,26,26,1,0.546238,9.89111E-09
33,60,3,4,18,30,2,0.546238,9.0192E-09
34,48,3,4,16,32,1,0.546238,8.76265E-09
35,52,3,4,24,24,1,0.546238,8.21314E-09
36,56,3,4,16,42,2,0.546238,6.65825E-09
37,52,3,4,22,22,1,0.546238,4.85696E-09
38,48,3,4,16,16,1,0.546238,4.38133E-09
39,56,3,4,16,28,2,0.546238,4.068E-09
40,60,3,4,30,30,1,0.546238,3.18604E-09
41,60,3,4,28,28,1,0.57829,2.72547E-09
42,64,3,4,18,46,2,0.57829,2.41089E-09
43,52,3,4,20,20,1,0.57829,2.18136E-09
44,60,3,4,26,26,1,0.57829,1.73794E-09
45,52,3,4,18,34,1,0.57829,1.59533E-09
46,56,3,4,28,28,1,0.57829,1.48183E-09
47,64,3,4,18,32,2,0.57829,1.45478E-09
48,56,3,4,26,26,1,0.57829,1.25055E-09
49,60,3,4,24,24,1,0.57829,8.61486E-10
50,52,3,4,18,18,1,0.57829,7.97665E-10
51,56,3,4,24,24,1,0.628015,7.70038E-10
52,60,3,4,22,38,1,0.628015,6.9788E-10
53,52,3,4,16,36,1,0.628015,5.06908E-10
54,64,3,4,32,32,1,0.628015,4.98666E-10
55,64,3,4,30,30,1,0.628015,4.31518E-10
56,68,3,4,18,50,2,0.628015,3.84853E-10
57,56,3,4,22,22,1,0.628015,3.64313E-10
58,60,3,4,22,22,1,0.628015,3.4894E-10
59,64,3,4,28,28,1,0.628015,2.83678E-10
60,56,3,4,20,36,1,0.628015,2.80912E-10
61,52,3,4,16,16,1,0.6665,2.53454E-10
62,60,3,4,20,40,1,0.6665,2.42711E-10
63,68,3,4,18,34,2,0.6665,2.30928E-10
64,64,3,4,26,26,1,0.6665,1.46625E-10
65,56,3,4,20,20,1,0.6665,1.40456E-10
66,76,3,4,22,54,2,0.6665,1.3755E-10
67,60,3,4,20,20,1,0.6665,1.21355E-10
68,56,3,4,18,38,1,0.6665,9.34024E-11
69,76,3,4,22,38,2,0.6665,8.1742E-11
70,68,3,4,34,34,1,0.6665,7.70029E-11
71,68,3,4,32,32,1,0.6665,6.72969E-11
72,64,3,4,24,24,1,0.70686,6.21728E-11
73,72,3,4,18,56,2,0.70686,6.0562E-11
74,56,3,4,18,18,1,0.70686,4.67012E-11
75,68,3,4,30,30,1,0.70686,4.54398E-11
76,64,3,4,22,42,1,0.70686,4.51733E-11
77,72,3,4,18,36,2,0.70686,3.61545E-11
78,76,3,4,38,38,1,0.70686,2.5934E-11
79,68,3,4,28,28,1,0.70686,2.43872E-11
80,76,3,4,36,36,1,0.70686,2.30346E-11
81,64,3,4,22,22,1,0.70686,2.25866E-11
82,80,3,4,22,58,2,0.70686,2.2294E-11
83,76,3,4,34,34,1,0.70686,1.62635E-11
84,64,3,4,20,40,1,0.70686,1.46531E-11
85,80,3,4,22,40,2,0.763542,1.31916E-11
86,72,3,4,36,36,1,0.763542,1.1749E-11
87,68,3,4,26,26,1,0.763542,1.07882E-11
88,72,3,4,34,34,1,0.763542,1.03569E-11
89,76,3,4,32,32,1,0.763542,9.31137E-12
90,68,3,4,24,44,1,0.763542,8.17302E-12
91,64,3,4,20,20,1,0.763542,7.32657E-12
92,72,3,4,32,32,1,0.763542,7.16035E-12
93,76,3,4,30,30,1,0.763542,4.44096E-12
94,80,3,4,40,40,1,0.763542,4.08922E-12
95,68,3,4,24,24,1,0.763542,4.08651E-12
96,72,3,4,30,30,1,0.763542,3.97557E-12
97,80,3,4,38,38,1,0.763542,3.65643E-12
98,76,3,4,28,48,1,0.763542,3.63483E-12
99,84,3,4,22,62,2,0.763542,3.56688E-12
100,68,3,4,22,46,1,0.783762,2.7506E-12
101,80,3,4,36,36,1,0.783762,2.6306E-12
102,84,3,4,22,42,2,0.783762,2.10218E-12
103,72,3,4,28,28,1,0.783762,1.82885E-12
104,76,3,4,28,28,1,0.783762,1.81742E-12
105,80,3,4,34,34,1,0.783762,1.54867E-12
106,72,3,4,26,46,1,0.783762,1.44167E-12
107,68,3,4,22,22,1,0.783762,1.3753E-12
108,76,3,4,26,50,1,0.783762,1.3148E-12
109,92,3,4,24,68,2,0.783762,1.29622E-12
110,68,3,4,20,48,1,0.783762,8.51607E-13
111,80,3,4,32,32,1,0.783762,7.63674E-13
112,92,3,4,24,46,2,0.783762,7.58513E-13
113,72,3,4,26,26,1,0.824961,7.20834E-13
114,76,3,4,26,26,1,0.824961,6.57398E-13
115,80,3,4,30,50,1,0.824961,6.47591E-13
116,84,3,4,42,42,1,0.824961,6.3749E-13
117,84,3,4,40,40,1,0.824961,5.73435E-13
118,88,3,4,22,66,2,0.824961,5.64063E-13
119,72,3,4,24,48,1,0.824961,5.0322E-13
120,76,3,4,24,52,1,0.824961,4.32543E-13
121,68,3,4,20,20,1,0.824961,4.25803E-13
122,84,3,4,38,38,1,0.824961,4.19589E-13
123,88,3,4,22,44,2,0.824961,3.31213E-13
124,80,3,4,30,30,1,0.824961,3.23795E-13
125,84,3,4,36,36,1,0.824961,2.53367E-13
126,72,3,4,24,24,1,0.824961,2.5161E-13
127,80,3,4,28,52,1,0.824961,2.4247E-13
128,92,3,4,46,46,1,0.865704,2.20809E-13
129,76,3,4,24,24,1,0.865704,2.16271E-13
130,96,3,4,26,72,2,0.865704,2.09984E-13
131,92,3,4,44,44,1,0.865704,2.00658E-13
132,72,3,4,22,50,1,0.865704,1.60531E-13
133,92,3,4,42,42,1,0.865704,1.51167E-13
134,84,3,4,34,34,1,0.865704,1.28851E-13
135,96,3,4,26,48,2,0.865704,1.22481E-13
136,80,3,4,28,28,1,0.865704,1.21235E-13
137,88,3,4,44,44,1,0.865704,9.83624E-14
138,92,3,4,40,40,1,0.865704,9.54283E-14
139,88,3,4,42,42,1,0.865704,8.89545E-14
140,80,3,4,26,54,1,0.865704,8.22774E-14
141,72,3,4,22,22,1,0.865704,8.02655E-14
142,88,3,4,40,40,1,0.865704,6.60912E-14
143,84,3,4,32,32,1,0.865704,5.64841E-14
144,92,3,4,38,38,1,0.908949,5.1274E-14
145,72,3,4,20,52,1,0.908949,4.82203E-14
146,84,3,4,30,54,1,0.908949,4.37242E-14
147,80,3,4,26,26,1,0.908949,4.11387E-14
148,88,3,4,38,38,1,0.908949,4.08449E-14
149,96,3,4,48,48,1,0.908949,3.49797E-14
150,100,3,4,26,76,2,0.908949,3.36542E-14
151,96,3,4,46,46,1,0.908949,3.19274E-14
152,80,3,4,24,56,1,0.908949,2.59389E-14
153,96,3,4,44,44,1,0.908949,2.43589E-14
154,72,3,4,20,20,1,0.908949,2.41102E-14
155,92,3,4,36,36,1,0.908949,2.38846E-14
156,84,3,4,30,30,1,0.908949,2.18621E-14
157,88,3,4,36,36,1,0.908949,2.13733E-14
158,92,3,4,34,58,1,0.908949,1.96732E-14
159,100,3,4,26,50,2,0.908949,1.95708E-14
160,96,3,4,42,42,1,0.908949,1.56804E-14
161,84,3,4,28,56,1,0.908949,1.52996E-14
162,80,3,4,24,24,1,0.954202,1.29695E-14
163,108,3,4,28,82,2,0.954202,1.2372E-14
164,92,3,4,34,34,1,0.954202,9.8366E-15
165,88,3,4,34,34,1,0.954202,9.66744E-15
166,96,3,4,40,40,1,0.954202,8.6346E-15
